id,name,team,GW 1,GW 2,GW 3,GW 4,GW 5,GW 6,GW 7,GW 8,GW 9,GW 10,GW 11,GW 12,GW 13,GW 14,GW 15,GW 16,GW 17,GW 18,GW 19,GW 20,GW 21,GW 22,GW 23,GW 24,GW 25,GW 26,GW 27,GW 28,GW 29,GW 30,GW 31,GW 32,GW 33,GW 34,GW 35,GW 36,GW 37,GW 38
2,Cédric,Arsenal,4.0,4.0,4.0,4.0,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.8,3.8,0.0,3.8,3.8,3.8,4.0,4.0,4.0,4.0,4.0,4.0
3,M.Elneny,Arsenal,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,0.0,4.4,4.4,4.4,4.900000095367432,4.900000095367432,4.900000095367432,4.900000095367432,5.0,5.0
4,Fábio Vieira,Arsenal,5.5,5.5,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,0.0,5.4,5.4,5.4,5.0,4.900000095367432,4.900000095367432,4.900000095367432,4.900000095367432,4.900000095367432
5,Gabriel,Arsenal,5.0,5.0,4.9,4.8,4.8,4.8,4.7,4.7,4.7,4.7,4.8,4.8,4.8,4.9,4.9,4.9,4.9,4.9,4.9,5.0,5.0,5.0,5.0,5.0,5.1,5.2,5.3,5.3,0.0,5.3,5.3,5.3,4.800000190734863,5.199999809265137,5.099999904632568,5.099999904632568,5.199999809265137,5.099999904632568
6,Havertz,Arsenal,7.5,7.5,7.4,7.3,7.2,7.2,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,0.0,7.2,7.2,7.3,6.599999904632568,6.5,6.0,6.099999904632568,5.900000095367432,6.199999809265137
8,G.Jesus,Arsenal,8.0,7.9,7.9,7.9,7.9,7.9,8.0,8.0,7.9,7.9,7.8,7.8,7.8,7.8,7.9,7.9,7.9,8.0,8.0,8.0,8.0,8.0,8.0,7.9,7.8,7.8,7.8,7.8,0.0,7.8,7.7,7.7,6.0,6.099999904632568,6.0,6.0,6.099999904632568,6.0
9,Jorginho,Arsenal,5.5,5.5,5.5,5.4,5.4,5.4,5.4,5.4,5.4,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,0.0,5.3,5.3,5.3,4.900000095367432,4.900000095367432,4.900000095367432,4.900000095367432,4.900000095367432,4.900000095367432
10,Kiwior,Arsenal,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,0.0,4.4,4.4,4.4,4.300000190734863,4.300000190734863,4.300000190734863,4.199999809265137,4.199999809265137,4.199999809265137
12,Martinelli,Arsenal,8.0,8.0,8.0,8.0,7.9,7.8,7.7,7.7,7.7,7.7,7.7,7.8,7.8,7.8,7.8,7.8,7.8,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,0.0,7.7,7.6,7.6,6.5,6.5,6.5,6.5,6.5,6.5
13,Nketiah,Arsenal,5.5,5.5,5.6,5.6,5.6,5.6,5.5,5.5,5.5,5.5,5.6,5.7,5.7,5.7,5.6,5.5,5.4,5.4,5.4,5.3,5.3,5.2,5.2,5.2,5.1,5.1,5.1,5.1,0.0,5.1,5.1,5.1,6.099999904632568,6.099999904632568,6.0,6.0,6.0,6.0
14,Ødegaard,Arsenal,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.4,8.4,8.3,8.3,8.3,8.3,8.4,8.4,8.4,8.4,8.5,8.5,8.5,8.4,8.4,8.4,8.5,8.5,0.0,8.5,8.5,8.5,6.900000095367432,7.300000190734863,7.0,7.0,6.900000095367432,7.199999809265137
15,Thomas,Arsenal,5.0,5.0,5.0,4.9,4.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,0.0,4.8,4.8,4.8,4.900000095367432,4.900000095367432,4.900000095367432,4.900000095367432,4.900000095367432,4.900000095367432
17,Ramsdale,Arsenal,5.0,5.0,5.0,5.0,5.0,5.0,4.9,4.9,4.8,4.8,4.7,4.7,4.7,4.7,4.7,4.6,4.6,4.6,4.6,4.6,4.6,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0.0,4.5,4.5,4.5,4.400000095367432,4.400000095367432,4.400000095367432,4.400000095367432,4.400000095367432,4.400000095367432
18,Rúnarsson,Arsenal,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568
19,Saka,Arsenal,8.5,8.6,8.6,8.7,8.7,8.7,8.7,8.6,8.5,8.6,8.6,8.6,8.7,8.8,8.9,8.9,9.0,9.0,9.0,9.0,9.1,9.1,9.0,9.0,9.0,9.1,9.2,9.2,0.0,9.1,9.0,8.9,7.699999809265137,8.399999618530273,7.699999809265137,8.199999809265137,7.800000190734863,8.300000190734863
20,Saliba,Arsenal,5.0,5.1,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.3,5.4,5.5,5.5,5.5,5.5,5.5,5.5,5.6,5.6,5.6,5.6,5.6,5.6,5.7,5.7,5.8,0.0,5.8,5.8,5.8,5.400000095367432,5.699999809265137,5.5,5.699999809265137,5.800000190734863,5.5
22,Smith Rowe,Arsenal,5.5,5.5,5.4,5.4,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,0.0,5.3,5.3,5.3,5.0,5.099999904632568,5.0,5.0,5.0,5.0
25,Tomiyasu,Arsenal,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0.0,4.5,4.5,4.5,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568
26,Trossard,Arsenal,7.0,6.9,6.8,6.7,6.6,6.6,6.6,6.6,6.6,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,0.0,6.5,6.5,6.5,5.599999904632568,5.599999904632568,5.300000190734863,5.5,5.5,5.5
29,White,Newcastle,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.6,5.6,5.7,5.8,5.7,5.7,5.7,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,0.0,5.7,5.8,5.9,7.199999809265137,7.199999809265137,7.099999904632568,7.599999904632568,7.199999809265137,7.599999904632568
31,Zinchenko,Arsenal,5.0,5.0,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,5.0,5.1,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.1,5.1,5.0,5.0,0.0,5.0,5.0,5.0,4.400000095367432,4.300000190734863,4.300000190734863,4.300000190734863,4.300000190734863,4.300000190734863
113,Raya,Arsenal,5.0,5.0,4.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.1,4.900000095367432,5.099999904632568,5.099999904632568,4.800000190734863,4.800000190734863,4.800000190734863
540,Rice,Arsenal,5.5,5.5,5.5,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,0.0,5.5,5.5,5.5,6.900000095367432,6.5,6.900000095367432,6.900000095367432,6.900000095367432,6.800000190734863
578,Nelson,Luton,5.0,5.0,5.0,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,0.0,4.8,4.8,4.8,5.199999809265137,5.099999904632568,5.199999809265137,5.099999904632568,5.099999904632568,5.099999904632568
585,J.Timber,Arsenal,5.0,4.9,4.8,4.8,4.7,4.7,4.7,4.7,4.7,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,0.0,4.6,4.6,4.6,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137
646,Hein,Arsenal,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568
736,Walters,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568
764,Lewis-Skelly,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0.0,4.5,4.5,4.5,4.599999904632568,4.599999904632568,4.699999809265137,4.699999809265137,4.699999809265137,4.699999809265137
772,Nwaneri,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0.0,4.5,4.5,4.5,4.599999904632568,4.599999904632568,4.599999904632568,4.599999904632568,4.599999904632568,4.599999904632568
815,Bandeira,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,4.5,4.5,4.5,0.0,4.5,4.5,4.5,4.699999809265137,4.599999904632568,4.599999904632568,4.599999904632568,4.599999904632568,4.599999904632568
817,Sweet,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.199999809265137,4.099999904632568,4.199999809265137,4.199999809265137,4.199999809265137
32,Alex Moreno,Aston Villa,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.1,5.1,5.1,5.1,5.2,5.2,5.2,5.2,5.2,5.2,5.1,4.300000190734863,4.400000095367432,4.300000190734863,4.400000095367432,4.400000095367432,4.400000095367432
34,Bailey,Aston Villa,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.6,5.6,5.6,5.6,5.7,5.7,5.6,5.6,5.6,5.6,5.6,5.7,5.7,5.7,5.7,5.6,6.199999809265137,5.900000095367432,5.800000190734863,6.0,5.900000095367432,6.0
35,Buendia,Aston Villa,6.0,5.9,5.9,5.8,5.8,5.8,5.8,5.8,5.8,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,4.900000095367432,4.900000095367432,4.900000095367432,4.900000095367432,4.900000095367432,4.900000095367432
36,Cash,Aston Villa,4.5,4.5,4.5,4.6,4.7,4.7,4.8,5.0,5.1,5.1,5.2,5.2,5.1,5.0,4.9,4.8,4.8,4.7,4.7,4.7,4.7,4.7,4.7,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.5,4.5,4.699999809265137,4.699999809265137,4.599999904632568,4.599999904632568,4.699999809265137
37,Chambers,Aston Villa,4.0,4.0,4.0,4.0,4.0,4.0,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137
41,Diego Carlos,Aston Villa,4.5,4.5,4.5,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.300000190734863,4.300000190734863,4.199999809265137,4.300000190734863,4.300000190734863,4.300000190734863
42,Digne,Aston Villa,4.5,4.5,4.5,4.5,4.5,4.6,4.6,4.6,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.199999809265137,4.199999809265137,4.099999904632568,4.199999809265137,4.099999904632568,4.099999904632568
43,Douglas Luiz,Aston Villa,5.5,5.5,5.5,5.4,5.4,5.4,5.4,5.4,5.4,5.5,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.5,5.5,5.5,5.6,5.6,5.6,5.5,5.5,5.5,5.6,5.7,5.7,5.7,5.7,5.6,6.300000190734863,6.199999809265137,6.300000190734863,6.199999809265137,6.0,6.300000190734863
44,Duran,Aston Villa,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.099999904632568,4.900000095367432,5.0,5.099999904632568,5.099999904632568,5.0
45,Hause,Aston Villa,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9000000953674316,3.9000000953674316,4.0,3.9000000953674316,3.9000000953674316,3.9000000953674316
46,Iroegbunam,Aston Villa,4.5,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.699999809265137,4.699999809265137,4.800000190734863,4.699999809265137,4.699999809265137,4.699999809265137
47,Kamara,Aston Villa,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.800000190734863,4.800000190734863,4.800000190734863,4.800000190734863,4.800000190734863,4.800000190734863
48,Konsa,Aston Villa,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.6,4.6,4.6,4.6,4.6,4.6,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.300000190734863,4.300000190734863,4.199999809265137,4.199999809265137,4.199999809265137,4.300000190734863
49,Martinez,Man Utd,5.0,5.0,5.0,5.0,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,5.0,5.1,5.1,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.3,5.3,5.3,5.3,5.3,5.3,5.3,4.400000095367432,4.5,4.5,4.5,4.599999904632568,4.5
50,McGinn,Aston Villa,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.6,5.6,5.6,5.5,5.5,5.5,5.5,5.5,5.4,5.4,5.3,5.3,5.3,4.900000095367432,4.900000095367432,4.800000190734863,4.900000095367432,4.900000095367432,5.0
51,Mings,Aston Villa,4.5,4.4,4.4,4.3,4.3,4.2,4.2,4.2,4.2,4.2,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137
53,Olsen,Aston Villa,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137
55,J.Ramsey,Aston Villa,6.0,6.0,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.099999904632568,5.099999904632568,5.0,5.099999904632568,5.099999904632568,5.099999904632568
58,Tielemans,Aston Villa,6.0,6.0,5.9,5.9,5.8,5.8,5.7,5.7,5.7,5.7,5.7,5.7,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.0,4.800000190734863,5.0,4.900000095367432,4.900000095367432,4.800000190734863
59,Bertrand Traoré,Aston Villa,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.699999809265137,4.699999809265137,4.699999809265137,4.699999809265137,4.699999809265137,4.699999809265137
60,Watkins,Aston Villa,8.0,8.0,8.0,8.0,8.0,7.9,7.9,8.1,8.2,8.3,8.4,8.4,8.5,8.5,8.4,8.4,8.5,8.7,8.8,8.8,8.9,8.9,8.8,8.8,8.7,8.8,8.9,9.0,9.0,9.0,8.9,8.8,8.699999809265137,8.0,8.0,8.399999618530273,8.0,8.399999618530273
584,Pau,Aston Villa,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.6,4.6,4.6,4.6,4.6,4.7,4.7,4.7,4.7,4.7,4.7,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137
599,Diaby,Aston Villa,6.5,6.5,6.6,6.6,6.6,6.6,6.7,6.7,6.7,6.7,6.8,6.8,6.8,6.8,6.8,6.7,6.7,6.7,6.6,6.6,6.6,6.6,6.5,6.5,6.4,6.4,6.4,6.3,6.3,6.3,6.3,6.3,6.199999809265137,5.900000095367432,5.900000095367432,5.800000190734863,5.800000190734863,5.800000190734863
618,Kellyman,Aston Villa,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,5.0,5.0,5.0,5.0,5.0,5.0
672,Zaniolo,Aston Villa,0.0,0.0,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.099999904632568,5.099999904632568,5.099999904632568,5.099999904632568,5.099999904632568,5.199999809265137
699,Lenglet,Aston Villa,0.0,0.0,0.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.199999809265137,4.199999809265137,4.099999904632568,4.300000190734863,4.199999809265137,4.199999809265137
765,Proctor,Aston Villa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568
778,Wright,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.5,4.5,4.5,4.5,4.5,4.5
793,Kesler-Hayden,Aston Villa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.199999809265137,4.099999904632568,4.199999809265137,4.199999809265137,4.099999904632568,4.199999809265137
803,Rogers,Aston Villa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.900000095367432,4.900000095367432,4.900000095367432,4.900000095367432,5.0
818,Gauci,Aston Villa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,3.9,3.9,3.9,3.9,3.9,4.199999809265137,4.099999904632568,4.199999809265137,4.099999904632568,4.199999809265137,4.099999904632568
63,Billing,Bournemouth,5.5,5.5,5.4,5.4,5.3,5.3,5.3,5.3,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,0.0,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.1,5.1,5.1,0.0,5.1,5.1,5.1,5.1,4.900000095367432,4.900000095367432,5.0,4.900000095367432,5.0
65,Christie,Bournemouth,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.099999904632568,5.099999904632568,5.099999904632568,5.099999904632568
66,L.Cook,Bournemouth,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,4.800000190734863,4.800000190734863,4.800000190734863,4.800000190734863,4.800000190734863
68,Fredericks,Bournemouth,4.5,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.3,4.3,4.3,0.0,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,0.0,4.3,4.3,4.3,4.3,4.300000190734863,4.199999809265137,4.300000190734863,4.300000190734863,4.300000190734863
69,Hill,Bournemouth,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
70,Kelly,Bournemouth,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0.0,4.5,4.5,4.5,4.5,4.400000095367432,4.5,4.5,4.5,4.5
72,Kluivert,Bournemouth,5.0,5.0,4.9,4.9,4.8,4.8,4.7,4.7,4.7,4.7,4.6,4.6,4.6,4.6,4.6,4.6,0.0,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,0.0,4.6,4.6,4.6,4.6,5.599999904632568,5.5,5.599999904632568,5.599999904632568,5.599999904632568
75,Mepham,Bournemouth,4.5,4.5,4.4,4.4,4.4,4.4,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,0.0,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,0.0,4.3,4.3,4.3,4.3,4.199999809265137,4.300000190734863,4.199999809265137,4.199999809265137,4.199999809265137
77,Neto,Wolves,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0.0,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.7,0.0,4.7,4.7,4.7,4.7,5.900000095367432,5.900000095367432,5.800000190734863,5.900000095367432,5.900000095367432
78,O.Dango,Bournemouth,5.0,5.0,4.9,4.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.7,4.7,4.7,4.7,0.0,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,0.0,4.7,4.7,4.7,4.7,4.900000095367432,4.900000095367432,4.900000095367432,4.900000095367432,4.900000095367432
80,Randolph,Bournemouth,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,3.9,4.0,4.0,4.0,4.0,4.0
82,Semenyo,Bournemouth,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.6,4.6,4.6,0.0,4.6,4.6,4.6,4.6,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0.0,4.5,4.5,4.5,4.5,5.699999809265137,5.800000190734863,5.800000190734863,5.800000190734863,5.800000190734863
